file,n_obs,t_baseline_days,P,K,e,omega_deg,msini,mstar,t_peri
synth_00809.npz,33,3530.246320000384,1.548352,2.17,0.0,0.0,,0.631,0.280852144926696
synth_00810.npz,20,439.75191999971867,2.7325321,174.0,0.0,0.0,,1.334,1.2833594852486234
synth_00811.npz,81,1944.7939999997616,14892.0,47.4,0.56,2.6,,0.76,14775.364166292542
synth_00812.npz,20,99.90119999973103,1823.5,243.7,0.428,179.6,20.9,1.507,28.90728763111671
synth_00813.npz,15,457.7712999996729,4667.97841,78.198,0.051,297.163,,1.06,1731.7901702658648
synth_00814.npz,38,822.7209199997596,1481.6,28.4,0.21,134.2,1.94,1.39,495.31734644950126
synth_00815.npz,42,431.85957399988547,9.691,36.2,0.04,131.0,,1.07,3.9305050470385265
synth_00816.npz,16,444.84390000021085,3.0240949,375.0,0.0,90.0,,1.32,2.62852428223024
synth_00817.npz,40,2944.017378000077,0.3219225,1.003,0.06,66.0,,0.455,0.14110025369196239
synth_00818.npz,40,819.9497400000691,2448.48726,113.94,0.377,271.934,,1.1,2162.2052362492113
synth_00819.npz,96,3332.926669999957,2.76953,1.69,0.039,57.0,,0.439,1.5939748614675369
synth_00820.npz,33,350.08657600032166,2.930289,115.6,0.38,-92.0,,0.54,1.244252560672312
synth_00821.npz,35,2898.9907900001854,2288.0,25.8,0.21,153.0,0.82,0.357,577.2694645609223
synth_00822.npz,39,0.25371000031009316,2.27476,1.94,0.0,90.0,0.00324074,0.132,1.8735238535314322
synth_00823.npz,38,2203.01716400031,4.3601561,11.5,0.0,90.0,,0.9042,2.808814818195139
synth_00824.npz,30,2664.8376000002027,4.21285367,7.4,0.406,0.216,,1.17,0.8940773773727314
synth_00825.npz,66,3556.2334259999916,577.6,35.7,0.27,212.0,1.295,0.874,75.12871701965622
synth_00826.npz,40,746.9303000001237,3.49151,15.12,0.057,45.0,,0.646,0.4379447383057702
synth_00827.npz,165,1730.06134200003,3.936551,45.0,0.05,-110.0,,0.63,3.5786081444263953
synth_00828.npz,16,2331.6351100001484,7.8457,42.8,0.22,90.0,,1.42,3.1648889865173944
synth_00829.npz,61,458.91021100012586,745.70001,91.5,0.4,90.0,15.89,8.76,611.7035304580427
synth_00830.npz,44,10.159900000318885,4.3203,0.92,0.2,54.0,0.00736246,1.046,3.8682328493500635
synth_00831.npz,144,4325.298168489244,50.8,2.05,0.45,111.0,0.02391215,0.65,11.497718827949637
synth_00832.npz,54,2769.3720829999074,858.0,33.5,0.124,145.0,1.768,1.21,27.94707614093623
synth_00833.npz,28,804.8573400001042,35.45,2.28,0.09,220.95,0.03228141,0.82,6.392914268044455
synth_00834.npz,36,3.2296700002625585,621.62,43.65,0.59,165.77,1.5,1.03,480.4990230130568
synth_00835.npz,38,1654.6461900002323,512.5352,64.947,0.732,350.068,3.48,2.817,7.8997953058949895
synth_00836.npz,24,417.9093000004068,6.441008,2.52,0.231,57.0,,0.8,3.633579111631518
synth_00837.npz,44,1565.9580000001006,5429.93477,154.581,0.164,20.215,,1.41,1038.5660608119747
synth_00838.npz,16,2598.882190000266,8.26146,4.31,0.077,180.0,,0.935,6.333736561057011
synth_00839.npz,34,825.7470800001174,3.0232,8.61,0.07,225.0,0.02517069,0.27,1.449248605445528
synth_00840.npz,31,1502.9305790001526,204.59,5.02,0.152,189.7,0.13246141,0.886,112.3362647357158
synth_00841.npz,17,2940.0148200001568,1.54285047,5.26,0.0,90.0,,0.42,0.45268506706048317
synth_00842.npz,28,766.0391899999231,0.548177,1.35,0.063,228.5,,0.74,0.2502858344217338
synth_00843.npz,48,9.056950000114739,1.706291,198.7,0.0,90.0,,0.892,0.07799900299298906
synth_00844.npz,36,3005.832088999916,12.99894,2.64,0.2,90.0,,1.0,10.522897321083068
synth_00845.npz,30,1690.282399999909,16000.0,121.0,0.45,-7.4485,15.0,1.171665,14519.982774018144
synth_00846.npz,17,2940.0148200001568,1270.55195,30.023,0.752,336.427,,1.196,956.2777738408339
synth_00847.npz,16,94.80128900008276,803.0,305.0,0.1,167.0,21.0,1.84,397.98468477562477
synth_00848.npz,63,845.69319000002,2.50827,3.1,0.44,248.0,,0.892,2.1164389701799693
synth_00849.npz,24,804.9263900001533,2.70579,130.7,0.0,90.0,,1.48,0.010338487528600771
synth_00850.npz,40,2545.036400000099,3.97664,0.29,0.07,19.0,,0.67,2.648272862925599
synth_00851.npz,35,2625.9230999997817,4.6747373,9.24,0.11,96.26,,0.52,3.5873275711697183
synth_00852.npz,34,1485.9418999999762,0.23597766,9000.0,0.0,90.0,,0.646,0.07708357447703687
synth_00853.npz,70,5014.030650000088,13.8905,1.81,0.09,7.44,0.0168,0.7,11.898209073057325
synth_00854.npz,95,5542.7221200000495,578.2,121.4,0.21,108.5,4.2,0.8,0.10985892936601403
synth_00855.npz,35,1322.2369999997318,30.793091,0.8,0.0,90.0,,0.798,19.464935193769204
synth_00856.npz,31,322.0594000001438,13.727,2.86,0.0,90.0,0.02145812,0.52,4.13215618692091
synth_00857.npz,75,1793.9710800000466,49.175,2.75,0.09,303.7,0.0529,1.07,30.912778150905492
synth_00858.npz,56,5041.257870000321,305.5,350.2,0.031,137.4,20.6,2.3,76.79007049261462
synth_00859.npz,63,36.083600000012666,2.5079204,587.0,0.0,90.0,,1.145,0.5261112157004086
synth_00860.npz,25,2.471729999873787,3.1220109,161.3,0.115,90.0,,1.273,1.9548795527550964
synth_00861.npz,53,454.79503000015393,0.882059,322.0,0.0,90.0,,0.767,0.438325830937887
synth_00862.npz,33,712.0531399999745,104.61611,3.0,0.09,-123.0,,1.11,19.592577089013396
synth_00863.npz,52,2503.039482000284,1.32734683,334.7,0.0,90.0,,1.03,1.1762614840445649
synth_00864.npz,92,3655.9811200001277,597.0643,118.43,0.95,143.58,1.4878,1.04,526.8415746688196
synth_00865.npz,24,874.7110000001267,2.65033,1.79,0.0,90.0,0.00786588,0.52,1.4565376309017928
synth_00866.npz,200,3656.0159999999996,517.8,34.1,0.011,201.6,,1.91,365.61652305868915
synth_00867.npz,127,6167.035930000246,13.475853,1.57,0.0,90.0,,0.616,6.0828212877314
synth_00868.npz,29,778.0411219997332,16.1456994,1.37,0.089,90.0,,0.803,12.939863647256706
synth_00869.npz,71,3002.8603130001575,1103.0,54.7,0.03,17.19,3.07,1.12,919.7434396479699
synth_00870.npz,155,2767.6150000002235,6.02,4.4,0.0,90.0,0.02642936,0.55,4.600241389688882
synth_00871.npz,24,2081.3287599999458,394.73,343.39,0.247,-56.3,22.707,2.6,95.97814132956744
synth_00872.npz,48,2571.0101000000723,4.8869,1.67,0.15,90.0,0.0060095,0.294,0.1196726561415237
synth_00873.npz,15,3708.78582999995,7.9752,1.7,0.14,189.0,,0.742,5.2496999499888615
synth_00874.npz,29,40.13856999995187,1.33711647,558.7,0.0,90.0,,0.743,0.5498994367080199
synth_00875.npz,98,2213.0737469997257,98.29838,46.1,0.294,3.4,,0.94,87.90439237212775
synth_00876.npz,96,3332.926669999957,3.5514058,45.2,0.0,90.0,,1.135,3.0536674964450414
synth_00877.npz,44,771.9129999997094,37.91,4.65,0.3,102.0,0.0788,0.91,20.234541883359473
synth_00878.npz,70,1460.0976999998093,2.34478022,255.0,0.0,90.0,,0.93,0.8850235786117459
synth_00879.npz,63,1133.972000000067,48.36685,38.4,0.0,90.0,,1.194,34.48505817750552
synth_00880.npz,65,2660.762501999736,3.915292,23.4,0.0,90.0,,1.1578,2.7773894938821515
synth_00881.npz,18,46.88226099964231,3.971281,144.0,0.18,90.0,,1.088,2.7095370901440265
synth_00882.npz,30,797.8761999998242,3.1743516,91.8,0.096,90.0,,1.093,2.6741501447737313
synth_00883.npz,74,3608.0420399997383,4.62767,219.0,0.11,90.0,,2.65,2.671639897379927
synth_00884.npz,33,350.08657600032166,6.87188,252.0,0.03,90.0,,1.76,3.5461888682443097
synth_00885.npz,48,3563.2391900001094,10.2405549,29.8,0.0,90.0,,0.9218,5.293426120463131
synth_00886.npz,20,735.0319999996573,3.126089,149.0,0.0,90.0,0.961,0.85,2.7790326562470407
synth_00887.npz,31,2211.7569999997504,7.885385,1.7,0.0,90.0,,0.858,2.891973886263217
synth_00888.npz,16,2574.980900000315,3000.0,164.0,0.0,90.0,,1.0,2525.7475794312145
synth_00889.npz,28,766.0391899999231,15.144,4.84,0.2,122.37,0.03914042,0.57,7.646047553553867
synth_00890.npz,16,2574.980900000315,5.75999,0.772,0.0,90.0,0.00572319,0.77,0.49155150304181433
synth_00891.npz,33,46.010089999996126,2.52221,3.662,0.399,84.352,0.023,1.14,1.1324268582197035
synth_00892.npz,16,2331.6351100001484,256.78,269.66,0.677,193.7,8.35,1.86,74.77341098750726
synth_00893.npz,107,4356.145509999711,10.751014,2.71,0.0,90.0,,0.9373,5.675299505571571
synth_00894.npz,23,4839.753000000026,2.1097019,11.38,0.059,125.88,,0.97,1.8002294230898073
synth_00895.npz,15,254.17070000013337,2.37756,2.13,0.24,-41.0,0.00931315,0.58,0.4266662832982705
synth_00896.npz,34,797.8312000003643,982.0,45.83,0.0,90.0,,0.88,466.6705810547672
synth_00897.npz,40,746.9303000001237,197.8,0.95,0.29,91.7,0.0223,0.77,115.2189453932208
synth_00898.npz,23,1995.6920260000043,2.45946,1.814,0.549,330.575,0.011,0.94,1.8933422633238044
synth_00899.npz,38,822.7209199997596,273.1,16.8,0.139,133.0,0.75,1.69,256.98080845912546
synth_00900.npz,15,2554.0722099998966,0.23818244,2.98,0.0,90.0,,0.353,0.1311451286358008
synth_00901.npz,45,2264.9198269997723,3.73543,59.2,0.0,90.0,,2.28,3.442639596199096
synth_00902.npz,34,5019.258030000143,232.08,98.6,0.163,-131.3,2.68,0.87,78.10860398115304
synth_00903.npz,91,507.8038059999235,2.21857567,205.0,0.0,90.0,,0.79,1.6957012487453242
synth_00904.npz,35,3064.7370000001974,4.9816819,64.8,0.0,90.0,,0.951,3.804637292270662
synth_00905.npz,23,1210.712094000075,12085.45186,54.469,0.039,138.62,,0.98,6662.455583541139
synth_00906.npz,17,81.77910900022835,265.59,25.12,0.27,-134.44,0.72,0.909,46.15654580683434
synth_00907.npz,20,656.161600000225,2720.0,48.51,0.03,227.0,3.19,0.94,1050.4756841959481
synth_00908.npz,16,41.09459999995306,31.1515,1.97,0.067,92.0,0.0296701,0.967,9.060417458329269
synth_00909.npz,29,955.1699999999255,1.548352,2.17,0.0,0.0,,0.631,1.4970684438963322
synth_00910.npz,44,2600.8514999998733,836.4,7.94,0.0,0.0,0.45,1.35,539.1622263598754
synth_00911.npz,26,2624.838820000179,270.0,199.4,0.63,294.0,6.43,1.5,245.44021592573776
synth_00912.npz,21,1844.871999999974,1.4344555,64.0,0.0,90.0,,0.383,0.42482801043077983
synth_00913.npz,33,3640.9205000000075,3.3488702,94.9,0.33,90.0,,1.187,1.436464579784201
synth_00914.npz,30,4905.6102400003,11.4407,1.68,0.094,55.0,0.0095334,0.38,6.491136566619549
synth_00915.npz,30,1277.6776000000536,24469.67342,158.671,0.401,104.177,,1.02,8680.082800430737
synth_00916.npz,43,3701.912000000011,69.57,4.11,0.0,90.0,0.02639789,0.18,31.758679061100214
synth_00917.npz,58,2668.767491000239,0.279221,2.69,0.0,90.0,,0.269,0.167339115818757
synth_00918.npz,24,451.7616999996826,7.9752,1.7,0.14,189.0,,0.742,0.22558630264072438
synth_00919.npz,18,2210.938000000082,4.4249,0.91,0.0,90.0,0.00459367,0.495,1.503630379304508
synth_00920.npz,19,371.0381499999203,2.00839,86.48,0.0,90.0,0.618,1.24,0.0004452594811657482
synth_00921.npz,23,679.0925900000148,11.681,1.411,0.093,96.0,0.01544859,0.98,5.636521962601541
synth_00922.npz,35,2307.7513590003364,735.1,34.3,0.06,165.3,1.85,1.34,446.94128890063166
synth_00923.npz,31,2225.9217940000817,7596.0,71.3,0.19,110.44,12.2,2.41,706.3555346588109
synth_00924.npz,35,2201.0009139999747,325.803,108.24,0.35,-82.17,3.76,1.15,78.8750825019812
synth_00925.npz,61,1153.9242289997637,3.007812,414.0,0.089,90.0,,1.21,2.418256247283154
synth_00926.npz,28,630.1504859998822,4667.97841,78.198,0.051,297.163,,1.06,3922.4161796990447
synth_00927.npz,15,1452.1186999999918,1170.0,97.97740228743275,0.0,90.0,3.2,0.5,453.64790749632664
synth_00928.npz,53,2192.901300000027,1.8587033,2.6,0.0,90.0,,0.93,1.513400334895289
synth_00929.npz,59,2934.918264000211,18.314,0.614,0.064,90.0,0.00676466,0.79,5.075546594030662
synth_00930.npz,70,1888.0722699998878,2.50827,3.1,0.44,248.0,,0.892,1.7711100707822367
synth_00931.npz,69,3326.910544999875,1278.0,13.8,0.411,136.0,5.69,1.72,697.0935650337923
synth_00932.npz,30,2596.961799999699,6.3085044,11.6,0.0,90.0,,0.97,2.776366975693393
synth_00933.npz,16,3621.940700000152,8.1245,3.06,0.138,90.0,0.02800253,0.89,5.333265272773848
synth_00934.npz,83,1840.9662399999797,43.0,166.55087685942104,0.0,85.0,1.76,0.48,0.5757992011791674
synth_00935.npz,42,2961.940300999675,16.213362,1.78,0.046,148.0,,0.87,2.633754341156825
synth_00936.npz,49,6166.0925300000235,3999.0,24.2,0.16,90.0,2.12,1.21,1175.000034087438
synth_00937.npz,144,4325.298168489244,0.94667944,386.0,0.0,90.0,,1.072,0.6442746303016217
synth_00938.npz,42,2798.159802999813,946.6,25.3,0.028,136.8,,1.91,668.5223476278769
synth_00939.npz,28,1528.8510879999958,0.67247414,860.0,0.0,90.0,,1.453,0.4577940497901895
synth_00940.npz,146,4850.9789999998175,21.85849,3.095,0.109,305.399,0.05,1.29,16.778950847652496
synth_00941.npz,24,561.6639999998733,1.90231289,173.0,0.113,90.0,,1.004,0.1513319599360488
synth_00942.npz,28,1559.8583000004292,47.84,5.9,0.0,90.0,0.09,0.8,5.065725378590569
synth_00943.npz,44,2600.8514999998733,26.13,0.86,0.07,345.0,0.00258001,0.097,22.350325817649036
synth_00944.npz,200,2557.1587199997157,10.5737534,1.64,0.32,90.0,,1.03,3.773114403621155
synth_00945.npz,17,184.80300000030547,4.5445828,28.03,0.06,-112.0,,0.298,2.583010390745162
synth_00946.npz,55,3172.274999999907,19.482,2.5382967732702126,0.043,89.0,0.02611459,0.686,9.809241661298376
synth_00947.npz,18,2704.752000000328,40.54,1.49,0.17,90.0,0.00726804,0.164,25.4049006420273
synth_00948.npz,24,506.6410000002943,647.6,0.567,0.45,90.0,0.01831177,0.79,49.83069019122189
synth_00949.npz,74,3608.0420399997383,3.1342791,4.39,0.097,90.0,,0.513,2.4127374178845216
synth_00950.npz,158,5841.869200000074,3.65281514,74.5,0.023,287.0,0.569,1.012,0.45076589262561606
synth_00951.npz,82,888.7031999998726,9.485236,1000.0,0.02,117.0,,0.644,6.462997574868816
synth_00952.npz,21,2274.784849999938,16.608164,3.9,0.0,0.0,,0.679,6.678841933999264
synth_00953.npz,23,1089.966899999883,520.1,81.6,0.338,133.1,2.99,0.98,256.02527691591814
synth_00954.npz,34,1598.7936920002103,11.57797,1.46,0.0,90.0,,0.87,7.77684990561667
synth_00955.npz,49,2153.1017999998294,2.7858212,2.7,0.0,90.0,,1.408,1.0335473281462197
synth_00956.npz,200,2156.9766199998558,192.0,177.8,0.05,281.0,6.575,1.5,8.839194499482659
synth_00957.npz,200,1202.824590000324,1.4468849,9.5,0.0,90.0,,0.853,1.39510313459156
synth_00958.npz,32,3519.216800000053,2390.0,97.6672206520815,0.0,90.0,5.9,0.88,1249.197789584919
synth_00959.npz,42,431.85957399988547,3.444714,3.87,0.049,78.0,,0.63,2.5564760350873224
synth_00960.npz,70,1460.0976999998093,158.991,9.36,0.2,-44.79,0.20954598,0.8,84.47109690863992
synth_00961.npz,26,2211.9640000001527,3.648103,1.06,0.0,90.0,,0.62,2.990302248691034
synth_00962.npz,47,4439.8991299998015,286.6,7.7,0.0,0.0,0.31,1.35,161.81899692654224
synth_00963.npz,23,722.9440299002454,1.4200242,261.6,0.0,90.0,1.287,0.838,0.17431773802627523
synth_00964.npz,60,3233.0769700002857,1.5449298,306.0,0.0,90.0,,1.2,0.9917005805523804
synth_00965.npz,15,1463.0919999997132,4.20474,61.0,0.0,90.0,,1.09,0.7263296024084653
synth_00966.npz,41,1462.9233929999173,3.648103,1.06,0.0,90.0,,0.62,3.004775120916564
synth_00967.npz,61,458.91021100012586,653.21997,234.5,0.41,90.0,9.69,1.09,444.88303822900446
synth_00968.npz,149,1107.000110000372,8.667,3.51,0.1,340.0,0.0321,0.86,8.145321466786314
synth_00969.npz,21,917.2131199999712,4.54216874538,48.74,0.0,0.0,,1.318,2.8573911005744224
synth_00970.npz,22,421.9961269996129,3.971281,144.0,0.18,90.0,,1.088,0.8941859308232806
synth_00971.npz,74,5254.701613000128,18.08816,2.91,0.5,90.0,,0.471,10.077593070895052
synth_00972.npz,25,2556.962499999907,484.17,155.03,0.78,337.1,6.74,2.41,373.6689833356734
synth_00973.npz,17,1095.021219999995,6987.0,157.26469303776113,0.089,77.25,9.71,0.535,4973.963534807708
synth_00974.npz,61,2545.0209400001913,3.04405,1.6,0.0,90.0,,1.251,1.0419682879038208
synth_00975.npz,27,774.9306370001286,2.470498,2.03,0.0,90.0,,0.91,1.6190437068643972
synth_00976.npz,32,1365.2266999999993,3.3704181,76.5,0.0,90.0,,1.07,3.152247772579151
synth_00977.npz,27,1359.0445000003092,711.0,105.0,0.4,351.5,6.54,1.91,486.8999406437697
synth_00978.npz,50,1050.1698980000801,3.2783662,38.0,0.14,90.0,,1.122,1.2041485023570975
synth_00979.npz,29,2550.936900000088,9.75598,3.7,0.077,210.0,,1.099,8.885340056054119
synth_00980.npz,35,1880.821400000248,136.97,53.07,0.059,0.0,1.941,1.74,113.35968567797781
synth_00981.npz,56,3149.272928999737,4799.0,45.63,0.0913,-90.0,3.82,1.015,4104.026865522138
synth_00982.npz,29,778.0411219997332,4.33454,96.0,0.05,108.0,,1.138,0.46310822093218357
synth_00983.npz,31,322.0594000001438,3.97664,0.29,0.07,19.0,,0.67,1.1565215730089056
synth_00984.npz,21,564.6361459996551,3160.0,62.62345169738786,0.15,348.0,2.66,0.459,2496.8038564062394
synth_00985.npz,20,1765.2006500000134,524.19,111.58,0.0053,90.0,4.51,1.03,144.05134126779265
synth_00986.npz,20,504.7563310000114,4.927,68.0,0.0,90.0,0.57,1.0,0.36314914449355695
synth_00987.npz,32,1359.9294600002468,4.1877558,146.0,0.0,90.0,,1.04,2.861351206674944
synth_00988.npz,35,38.94801100017503,165.7719,463.3,0.9412,42.32,,1.271,132.4964992984476
synth_00989.npz,77,5016.1934099998325,4.60358,2.91,0.0,90.0,,0.79,2.95442944619882
synth_00990.npz,17,747.9602999999188,14.697,3.1584362051628254,0.047,87.0,0.02957556,0.686,5.068162515438291
synth_00991.npz,26,2500.1017829999328,2.21778105,54.5,0.078,90.0,,0.837,1.2414546591018352
synth_00992.npz,71,3002.8603130001575,8.6001536,64.0,0.114,104.0,,1.538,0.18507488791270213
synth_00993.npz,200,5285.757960000075,68.27,38.2,0.12,90.0,0.86,1.2,38.41291123826128
synth_00994.npz,29,1212.688099999912,2.79083,262.0,0.0,90.0,,1.42,2.3911864224300814
synth_00995.npz,15,410.8739999998361,484.17,155.03,0.78,337.1,6.74,2.41,37.79103479700439
synth_00996.npz,17,81.77910900022835,2.0455,5.4,0.22,8.92,0.03712677,1.22,0.7840798256385904
synth_00997.npz,22,538.720100000035,44.505,2.71,0.0593,309.97,0.04750967,1.0,7.3372597485162885
synth_00998.npz,40,2483.0267819999717,2.3266508,39.82,0.0,90.0,,0.639,0.8841456767080835
synth_00999.npz,45,1366.12099999981,1.7429935,603.0,0.0143,102.0,,0.96,0.02267229014254812
